state,office,district,potential_power,pr_close,pr_tip,realized_power
SC,statehouse,,0.19424790151944035,0.006821675097917823,1.0,0.00132509607261796
TX,ushouse,30,12.5,0.1758689140605076,0.0006,0.0013190168554538066
PA,ushouse,18,12.5,0.1758689140605076,0.0006,0.0013190168554538066
NV,statesenate,,0.11593421611761029,0.010494206801977057,1.0,0.001216637639363304
SC,statesenate,,0.19424790151944035,0.006262040355238369,1.0,0.001216388198235104
IL,president,,25.0,0.06063779823053885,0.0008,0.001212755964610777
KY,statesenate,,0.170723058579235,0.006836943357893653,1.0,0.0011672238813925898
KY,statehouse,,0.170723058579235,0.0068247354365784715,1.0,0.0011651397077267673
OR,statehouse,,0.160113468078244,0.006866356680775135,1.0,0.001099396181221127
FL,ushouse,24,12.5,0.1758689140605076,0.0005,0.0010991807128781722
OK,statehouse,,0.1506521810480685,0.006580410682203775,1.0,0.0009913532214660071
WV,governor,,0.13798989541238998,0.006710750315326206,1.0,0.0009260157341505263
OR,statesenate,,0.160113468078244,0.005715879909373451,1.0,0.0009151893554085423
UT,statehouse,,0.1207755063421135,0.007488517947423955,1.0,0.0009044295468521327
CT,statesenate,,0.13649987088873888,0.0065142903270643294,1.0,0.0008891997885760415
UT,statesenate,,0.1207755063421135,0.007306421801764181,1.0,0.0008824367926571261
CT,statehouse,,0.13649987088873888,0.006376826463181721,1.0,0.0008704359889041984
KS,statesenate,,0.11123910486763179,0.00757187111407228,1.0,0.0008422881649024783
NV,statehouse,,0.11593421611761029,0.007010841855303542,1.0,0.0008127964548191487
OK,statesenate,,0.1506521810480685,0.005352693604477075,1.0,0.0008063949659965186
OH,president,,25.0,0.06063779823053885,0.000525,0.0007958711017758223
AR,statesenate,,0.11514841816438247,0.006896820429078604,1.0,0.0007941579627721989
IA,statesenate,,0.12058600092819752,0.006479189642859319,1.0,0.0007812995682878016
NJ,president,,25.0,0.06063779823053885,0.00045,0.0006821752300935621
KS,statehouse,,0.11123910486763179,0.0057682793680690165,1.0,0.0006416582335304261
NM,statehouse,,0.08005946582079437,0.007727802631695508,1.0,0.0006186837506620713
AR,statehouse,,0.11514841816438247,0.0048441204686142224,1.0,0.0005577928093586349
HI,statesenate,,0.054272325588493625,0.009742762675421804,1.0,0.0005287623880519154
NE,statesenate,,0.07371103445460894,0.007109801853794677,1.0,0.000524070849410502
ID,statehouse,,0.0670225631320017,0.0074343083765669995,1.0,0.0004982664025112308
NM,statesenate,,0.08005946582079437,0.00608862772356223,1.0,0.0004874522831300714
WV,statehouse,,0.06899494770619499,0.006418445987374431,1.0,0.00044284034525393596
ID,statesenate,,0.0670225631320017,0.006348060082524774,1.0,0.0004254632576467566
DE,governor,,0.07390489543650607,0.005708780303515311,1.0,0.00042190681140128443
HI,statehouse,,0.054272325588493625,0.007279691710150969,1.0,0.00039508579867717137
WV,ussenate,WV,12.5,0.45254003964995115,6.82e-05,0.00038579038380158335
ND,governor,,0.05808012358589456,0.006163388138115865,1.0,0.000357970344769606
ME,statesenate,,0.05113604919492079,0.0069225238504363115,1.0,0.0003539905201689237
DE,statesenate,,0.03695244771825303,0.009081115005504561,1.0,0.0003355694274643504
VT,governor,,0.04785768194764764,0.006669598115144298,1.0,0.000319191505313206
NH,statehouse,,0.051825833618880296,0.00595945261694472,1.0,0.0003088535997853778
MT,statesenate,,0.040587207405245594,0.007235460808272679,1.0,0.0002936671484978891
SD,statesenate,,0.033707320331888536,0.008592740116499319,1.0,0.00028963824363551177
MT,statehouse,,0.040587207405245594,0.006473326754297654,1.0,0.00026273425557860416
RI,statesenate,,0.04039655578922932,0.006453786123444461,1.0,0.0002607107311874782
RI,statehouse,,0.04039655578922932,0.0059943711783301415,1.0,0.00024215194972676188
SD,statehouse,,0.033707320331888536,0.007144610033100294,1.0,0.00024082565903213638
DE,statehouse,,0.03695244771825303,0.006477935164483384,1.0,0.00023937556048780513
ND,statesenate,,0.02904006179294728,0.0077490621779556165,1.0,0.00022503324448522173
IN,ushouse,4,12.5,0.1758689140605076,0.0001,0.00021983614257563449
SC,ushouse,5,12.5,0.1758689140605076,0.0001,0.00021983614257563449
FL,ushouse,2,12.5,0.1758689140605076,0.0001,0.00021983614257563449
ND,statehouse,,0.02904006179294728,0.007456735243855631,1.0,0.00021654405225521534
AK,statesenate,,0.028175099481325516,0.006847547197732056,1.0,0.00019293032349917245
WY,statehouse,,0.02207344542733431,0.007576093225692902,1.0,0.00016723048036972944
VT,statesenate,,0.02392884097382382,0.006674220619366815,1.0,0.00015970636382504444
AK,president,,25.0,0.06063779823053885,0.0001,0.00015159449557634712
VT,statehouse,,0.02392884097382382,0.0062253704168691365,1.0,0.00014896589870840886
WY,statesenate,,0.02207344542733431,0.006187241244692766,1.0,0.00013657373196047777
CT,president,,25.0,0.06063779823053885,2.5e-05,3.789862389408678e-05
SC,president,,25.0,0.06063779823053885,2.5e-05,3.789862389408678e-05
MS,president,,25.0,0.06063779823053885,2.5e-05,3.789862389408678e-05
NY,ushouse,23,12.5,0.1758689140605076,0.0,0.0
NJ,ushouse,4,12.5,0.1758689140605076,0.0,0.0
NE,ushouse,3,12.5,0.1758689140605076,0.0,0.0
KY,ushouse,2,12.5,0.1758689140605076,0.0,0.0
KY,ushouse,1,12.5,0.1758689140605076,0.0,0.0
IN,ushouse,6,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,12,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,17,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,19,12.5,0.1758689140605076,0.0,0.0
NC,ushouse,13,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,25,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,1,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,3,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,8,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,9,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,10,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,11,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,14,12.5,0.1758689140605076,0.0,0.0
ID,ushouse,1,12.5,0.1758689140605076,0.0,0.0
ID,ushouse,2,12.5,0.1758689140605076,0.0,0.0
NY,ushouse,21,12.5,0.1758689140605076,0.0,0.0
SD,president,,25.0,0.06063779823053885,0.0,0.0
IL,ushouse,15,12.5,0.1758689140605076,0.0,0.0
RI,president,,25.0,0.06063779823053885,0.0,0.0
DC,president,,25.0,0.06063779823053885,0.0,0.0
HI,president,,25.0,0.06063779823053885,0.0,0.0
ID,president,,25.0,0.06063779823053885,0.0,0.0
NC,ushouse,9,12.5,0.1758689140605076,0.0,0.0
NC,ushouse,7,12.5,0.1758689140605076,0.0,0.0
NC,ushouse,5,12.5,0.1758689140605076,0.0,0.0
NC,ushouse,3,12.5,0.1758689140605076,0.0,0.0
NY,ushouse,27,12.5,0.1758689140605076,0.0,0.0
IN,president,,25.0,0.06063779823053885,0.0,0.0
KS,president,,25.0,0.06063779823053885,0.0,0.0
KY,president,,25.0,0.06063779823053885,0.0,0.0
LA,president,,25.0,0.06063779823053885,0.0,0.0
MD,president,,25.0,0.06063779823053885,0.0,0.0
MA,president,,25.0,0.06063779823053885,0.0,0.0
MO,president,,25.0,0.06063779823053885,0.0,0.0
CA,president,,25.0,0.06063779823053885,0.0,0.0
NE,president,,25.0,0.06063779823053885,0.0,0.0
NY,president,,25.0,0.06063779823053885,0.0,0.0
ND,president,,25.0,0.06063779823053885,0.0,0.0
OK,president,,25.0,0.06063779823053885,0.0,0.0
OR,president,,25.0,0.06063779823053885,0.0,0.0
IL,ushouse,12,12.5,0.1758689140605076,0.0,0.0
IL,ushouse,18,12.5,0.1758689140605076,0.0,0.0
IL,ushouse,16,12.5,0.1758689140605076,0.0,0.0
CO,ushouse,4,12.5,0.1758689140605076,0.0,0.0
AL,ushouse,3,12.5,0.1758689140605076,0.0,0.0
CA,ushouse,4,12.5,0.1758689140605076,0.0,0.0
CA,ushouse,8,12.5,0.1758689140605076,0.0,0.0
CA,ushouse,22,12.5,0.1758689140605076,0.0,0.0
AZ,ushouse,4,12.5,0.1758689140605076,0.0,0.0
CA,ushouse,23,12.5,0.1758689140605076,0.0,0.0
AL,ushouse,6,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,3,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,6,12.5,0.1758689140605076,0.0,0.0
CO,ushouse,5,12.5,0.1758689140605076,0.0,0.0
ND,ushouse,1,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,4,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,1,12.5,0.1758689140605076,0.0,0.0
AL,ushouse,5,12.5,0.1758689140605076,0.0,0.0
AL,ushouse,4,12.5,0.1758689140605076,0.0,0.0
CA,ushouse,42,12.5,0.1758689140605076,0.0,0.0
WY,president,,25.0,0.06063779823053885,0.0,0.0
OK,ussenate,OK,12.5,0.45254003964995115,0.0,0.0
ID,ussenate,ID,12.5,0.45254003964995115,0.0,0.0
DE,ussenate,DE,12.5,0.45254003964995115,0.0,0.0
AR,ushouse,4,12.5,0.1758689140605076,0.0,0.0
AR,ushouse,3,12.5,0.1758689140605076,0.0,0.0
AR,ushouse,1,12.5,0.1758689140605076,0.0,0.0
AZ,ushouse,8,12.5,0.1758689140605076,0.0,0.0
IN,ushouse,2,12.5,0.1758689140605076,0.0,0.0
IN,ushouse,3,12.5,0.1758689140605076,0.0,0.0
IN,ushouse,8,12.5,0.1758689140605076,0.0,0.0
IN,ushouse,9,12.5,0.1758689140605076,0.0,0.0
TN,president,,25.0,0.06063779823053885,0.0,0.0
UT,president,,25.0,0.06063779823053885,0.0,0.0
VT,president,,25.0,0.06063779823053885,0.0,0.0
WA,president,,25.0,0.06063779823053885,0.0,0.0
WV,president,,25.0,0.06063779823053885,0.0,0.0
MT,president,,25.0,0.06063779823053885,0.0,0.0
IA,ushouse,4,12.5,0.1758689140605076,0.0,0.0
KS,ushouse,1,12.5,0.1758689140605076,0.0,0.0
KS,ushouse,2,12.5,0.1758689140605076,0.0,0.0
KS,ushouse,4,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,11,12.5,0.1758689140605076,0.0,0.0
FL,ushouse,8,12.5,0.1758689140605076,0.0,0.0
GA,ushouse,12,12.5,0.1758689140605076,0.0,0.0
CA,ushouse,1,12.5,0.1758689140605076,0.0,0.0
AZ,ushouse,5,12.5,0.1758689140605076,0.0,0.0
DE,president,,25.0,0.06063779823053885,0.0,0.0
AR,president,,25.0,0.06063779823053885,0.0,0.0
AL,president,,25.0,0.06063779823053885,0.0,0.0
MS,ushouse,3,12.5,0.1758689140605076,0.0,0.0
MD,ushouse,1,12.5,0.1758689140605076,0.0,0.0
MI,ushouse,1,12.5,0.1758689140605076,0.0,0.0
MI,ushouse,2,12.5,0.1758689140605076,0.0,0.0
MI,ushouse,4,12.5,0.1758689140605076,0.0,0.0
MI,ushouse,7,12.5,0.1758689140605076,0.0,0.0
MI,ushouse,10,12.5,0.1758689140605076,0.0,0.0
MN,ushouse,6,12.5,0.1758689140605076,0.0,0.0
MN,ushouse,8,12.5,0.1758689140605076,0.0,0.0
MS,ushouse,1,12.5,0.1758689140605076,0.0,0.0
MS,ushouse,4,12.5,0.1758689140605076,0.0,0.0
LA,ushouse,5,12.5,0.1758689140605076,0.0,0.0
MO,ushouse,3,12.5,0.1758689140605076,0.0,0.0
NC,ushouse,10,12.5,0.1758689140605076,0.0,0.0
MO,ushouse,6,12.5,0.1758689140605076,0.0,0.0
MO,ushouse,7,12.5,0.1758689140605076,0.0,0.0
OK,ushouse,3,12.5,0.1758689140605076,0.0,0.0
OK,ushouse,4,12.5,0.1758689140605076,0.0,0.0
OR,ushouse,2,12.5,0.1758689140605076,0.0,0.0
PA,ushouse,9,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,17,12.5,0.1758689140605076,0.0,0.0
LA,ushouse,6,12.5,0.1758689140605076,0.0,0.0
LA,ushouse,4,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,26,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,16,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,2,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,4,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,5,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,6,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,7,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,8,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,12,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,14,12.5,0.1758689140605076,0.0,0.0
OH,ushouse,15,12.5,0.1758689140605076,0.0,0.0
OK,ushouse,1,12.5,0.1758689140605076,0.0,0.0
LA,ushouse,3,12.5,0.1758689140605076,0.0,0.0
OK,ushouse,2,12.5,0.1758689140605076,0.0,0.0
NV,ushouse,2,12.5,0.1758689140605076,0.0,0.0
NE,ushouse,1,12.5,0.1758689140605076,0.0,0.0
AL,ushouse,2,12.5,0.1758689140605076,0.0,0.0
MO,ushouse,8,12.5,0.1758689140605076,0.0,0.0
KY,ushouse,4,12.5,0.1758689140605076,0.0,0.0
KY,ushouse,5,12.5,0.1758689140605076,0.0,0.0
KY,ushouse,6,12.5,0.1758689140605076,0.0,0.0
LA,ushouse,1,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,19,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,27,12.5,0.1758689140605076,0.0,0.0
AL,ushouse,1,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,11,12.5,0.1758689140605076,0.0,0.0
PA,ushouse,13,12.5,0.1758689140605076,0.0,0.0
PA,ushouse,14,12.5,0.1758689140605076,0.0,0.0
PA,ushouse,15,12.5,0.1758689140605076,0.0,0.0
PA,ushouse,16,12.5,0.1758689140605076,0.0,0.0
SC,ushouse,2,12.5,0.1758689140605076,0.0,0.0
SC,ushouse,3,12.5,0.1758689140605076,0.0,0.0
SC,ushouse,4,12.5,0.1758689140605076,0.0,0.0
SC,ushouse,7,12.5,0.1758689140605076,0.0,0.0
TN,ushouse,1,12.5,0.1758689140605076,0.0,0.0
TN,ushouse,2,12.5,0.1758689140605076,0.0,0.0
PA,ushouse,11,12.5,0.1758689140605076,0.0,0.0
TN,ushouse,3,12.5,0.1758689140605076,0.0,0.0
TN,ushouse,4,12.5,0.1758689140605076,0.0,0.0
TN,ushouse,6,12.5,0.1758689140605076,0.0,0.0
TN,ushouse,7,12.5,0.1758689140605076,0.0,0.0
TN,ushouse,8,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,1,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,4,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,5,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,8,12.5,0.1758689140605076,0.0,0.0
PA,ushouse,12,12.5,0.1758689140605076,0.0,0.0
SD,ushouse,1,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,31,12.5,0.1758689140605076,0.0,0.0
WV,ushouse,1,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,36,12.5,0.1758689140605076,0.0,0.0
UT,ushouse,1,12.5,0.1758689140605076,0.0,0.0
UT,ushouse,2,12.5,0.1758689140605076,0.0,0.0
UT,ushouse,3,12.5,0.1758689140605076,0.0,0.0
VA,ushouse,1,12.5,0.1758689140605076,0.0,0.0
VA,ushouse,6,12.5,0.1758689140605076,0.0,0.0
VA,ushouse,9,12.5,0.1758689140605076,0.0,0.0
WA,ushouse,4,12.5,0.1758689140605076,0.0,0.0
WA,ushouse,5,12.5,0.1758689140605076,0.0,0.0
WV,ushouse,2,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,12,12.5,0.1758689140605076,0.0,0.0
WV,ushouse,3,12.5,0.1758689140605076,0.0,0.0
WI,ushouse,1,12.5,0.1758689140605076,0.0,0.0
WI,ushouse,5,12.5,0.1758689140605076,0.0,0.0
WI,ushouse,6,12.5,0.1758689140605076,0.0,0.0
WI,ushouse,7,12.5,0.1758689140605076,0.0,0.0
WI,ushouse,8,12.5,0.1758689140605076,0.0,0.0
WY,ushouse,1,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,14,12.5,0.1758689140605076,0.0,0.0
TX,ushouse,13,12.5,0.1758689140605076,0.0,0.0
MO,ushouse,4,12.5,0.1758689140605076,0.0,0.0
